User_id,First_tran_date,Location,Age,Gender
43323692,2018-12-23,HCMC,33_to_37,MALE
7133640,2020-06-26,Unknown,28_to_32,FEMALE
43572964,2020-01-31,HN,33_to_37,MALE
40545949,2018-08-04,HCMC,23_to_27,FEMALE
52508503,2020-10-22,HCMC,18_to_22,FEMALE
43500210,2018-09-27,HN,23_to_27,FEMALE
1288055,2019-06-09,Other Cities,unknown,MALE
39394639,2017-09-02,HCMC,>37,MALE
10880639,2017-08-07,HCMC,23_to_27,MALE
43247391,2020-03-24,Other Cities,23_to_27,FEMALE
44499894,2018-12-18,HCMC,28_to_32,MALE
23937809,2018-04-21,Other Cities,33_to_37,MALE
36783288,2019-06-17,Other Cities,28_to_32,FEMALE
46633963,2019-04-10,Other Cities,18_to_22,FEMALE
23472792,2020-07-22,Other Cities,23_to_27,FEMALE
39416687,2020-09-29,Other Cities,unknown,MALE
45562702,2020-02-05,Other Cities,>37,MALE
17060103,2019-05-20,HCMC,28_to_32,MALE
17583697,2019-11-20,Other,unknown,FEMALE
52598717,2020-05-18,Unknown,33_to_37,FEMALE
40385630,2019-01-28,Other Cities,28_to_32,MALE
43644319,2019-08-29,Other Cities,23_to_27,FEMALE
49167851,2019-10-18,Other Cities,18_to_22,FEMALE
40773616,2018-02-02,HCMC,33_to_37,MALE
29598642,2019-11-22,HCMC,23_to_27,MALE
54646977,2020-04-06,Other Cities,23_to_27,MALE
3134943,2019-01-22,HCMC,23_to_27,FEMALE
42168102,2019-07-26,Other Cities,23_to_27,FEMALE
45018394,2019-01-09,Other Cities,33_to_37,FEMALE
45874514,2019-02-19,Other Cities,18_to_22,MALE
45109250,2019-01-30,Other Cities,23_to_27,FEMALE
44363583,2019-03-15,Other Cities,18_to_22,FEMALE
47671932,2019-10-14,Other Cities,23_to_27,MALE
48090919,2019-10-23,Other Cities,28_to_32,FEMALE
50311748,2020-09-11,HCMC,23_to_27,MALE
39138639,2019-12-29,Other Cities,18_to_22,MALE
47027236,2019-05-17,Other Cities,28_to_32,MALE
23918730,2019-09-21,Unknown,unknown,MALE
36191322,2016-09-27,HN,>37,FEMALE
19743569,2019-03-15,HCMC,>37,FEMALE
41609303,2020-03-10,Other Cities,23_to_27,MALE
27774618,2018-01-08,HN,23_to_27,FEMALE
47033563,2019-12-04,Other Cities,unknown,FEMALE
41495259,2019-05-20,Other Cities,28_to_32,MALE
42373868,2018-08-25,HCMC,23_to_27,FEMALE
32921438,2019-12-04,HCMC,33_to_37,MALE
33770156,2017-09-12,Other Cities,28_to_32,MALE
9279566,2020-01-13,HCMC,28_to_32,MALE
23732599,2019-01-23,HCMC,23_to_27,FEMALE
8117035,2020-02-17,HCMC,18_to_22,MALE
40546714,2019-11-01,Other Cities,18_to_22,MALE
47696960,2019-07-18,Other Cities,unknown,MALE
47221519,2020-05-24,HCMC,28_to_32,FEMALE
3891001,2019-11-15,HCMC,>37,MALE
30182104,2020-06-05,Unknown,23_to_27,FEMALE
50092192,2019-11-21,Other Cities,18_to_22,MALE
56712446,2020-06-29,HCMC,unknown,FEMALE
43873989,2019-02-22,HCMC,18_to_22,MALE
36921042,2019-11-24,HCMC,23_to_27,MALE
41858770,2019-01-31,HCMC,18_to_22,FEMALE
58301821,2020-09-01,HN,33_to_37,FEMALE
60714862,3020-12-01,Other Cities,unknown,MALE
22659216,2020-04-23,Other Cities,>37,MALE
40971261,2018-02-06,HCMC,23_to_27,FEMALE
48603290,2019-08-20,Other Cities,>37,MALE
53137895,2020-06-27,Other Cities,unknown,MALE
58100870,2020-08-24,Other Cities,unknown,MALE
53691748,2020-03-30,HCMC,28_to_32,FEMALE
21426729,2020-02-07,Other Cities,23_to_27,MALE
46704862,2019-08-01,HN,23_to_27,MALE
53449931,2020-02-10,Other Cities,unknown,FEMALE
59416488,2020-10-24,Other Cities,unknown,FEMALE
41125726,2019-10-18,HCMC,23_to_27,FEMALE
44730398,2019-09-10,HCMC,33_to_37,MALE
57790479,2020-08-10,Other Cities,unknown,MALE
9131223,2020-06-10,Other Cities,18_to_22,FEMALE
2856034,2020-03-23,Other Cities,33_to_37,FEMALE
44051347,2018-11-25,Other Cities,unknown,MALE
38743677,2020-03-12,HCMC,28_to_32,MALE
41562583,2018-05-04,HCMC,33_to_37,FEMALE
49149906,2019-12-31,Other Cities,18_to_22,MALE
43071020,2018-12-29,Other Cities,unknown,MALE
36316879,2017-09-28,HCMC,28_to_32,FEMALE
60116713,2020-11-24,Unknown,unknown,FEMALE
44364253,2019-05-26,Other,33_to_37,MALE
57792663,2020-08-11,Other Cities,>37,MALE
44340758,2020-03-30,Other Cities,18_to_22,MALE
4505146,2019-09-12,HCMC,23_to_27,FEMALE
42077648,2019-04-18,Other Cities,28_to_32,FEMALE
41282237,2020-08-18,HCMC,18_to_22,MALE
47154358,2019-06-13,Other Cities,23_to_27,MALE
48297186,2019-07-26,Other,23_to_27,MALE
44554587,2019-08-04,HCMC,23_to_27,MALE
14838631,2019-12-12,Other Cities,33_to_37,FEMALE
53263100,2020-09-25,Other Cities,23_to_27,MALE
47374862,2019-08-09,HCMC,>37,MALE
23755412,2020-02-10,HCMC,>37,FEMALE
36646936,2017-08-30,Other Cities,28_to_32,MALE
46929720,2019-07-05,HCMC,28_to_32,MALE
30416029,2020-10-07,Unknown,unknown,FEMALE
52968698,2020-01-28,HCMC,33_to_37,FEMALE
8799806,2019-09-12,Unknown,23_to_27,FEMALE
52798089,2020-02-21,Other Cities,23_to_27,FEMALE
22993330,2017-12-22,HCMC,33_to_37,MALE
35517576,2019-10-31,HN,23_to_27,FEMALE
39435001,2018-07-30,HN,23_to_27,MALE
40238136,2017-11-19,HN,23_to_27,MALE
46898061,2019-06-11,Other Cities,33_to_37,FEMALE
56321661,2020-06-04,Other Cities,28_to_32,FEMALE
45656749,2019-02-12,Other Cities,>37,MALE
33893677,2020-03-13,HCMC,23_to_27,MALE
28823958,2020-02-02,Other Cities,28_to_32,FEMALE
52101358,2019-12-27,Ho Chi Minh City,28_to_32,MALE
24013693,2018-04-15,HCMC,28_to_32,MALE
42394744,2019-10-31,HCMC,unknown,FEMALE
49558284,2019-09-25,Other Cities,28_to_32,MALE
189794,2020-02-18,HCMC,28_to_32,MALE
54761691,2020-04-16,Other Cities,unknown,FEMALE
12352397,2019-12-28,Other Cities,>37,FEMALE
46617161,2020-09-25,Other,unknown,MALE
52125795,2020-01-23,HCMC,>37,MALE
36289743,2016-10-13,HCMC,18_to_22,FEMALE
44950903,2020-01-23,Other Cities,23_to_27,FEMALE
41603862,2018-05-15,HCMC,33_to_37,MALE
40416275,2019-06-06,HCMC,18_to_22,MALE
45581446,2020-01-18,Other Cities,23_to_27,MALE
42090147,2018-07-12,Other Cities,unknown,MALE
46031643,2019-08-31,Other Cities,23_to_27,FEMALE
56962429,2020-08-06,HN,23_to_27,MALE
45070081,2019-01-14,HCMC,18_to_22,FEMALE
43950088,2019-10-29,Other Cities,23_to_27,MALE
47277781,2019-10-07,Other Cities,18_to_22,FEMALE
51014206,2019-11-23,Other Cities,23_to_27,MALE
50993738,2019-12-30,Other Cities,23_to_27,MALE
43248342,2020-03-15,Other,23_to_27,FEMALE
50335643,2019-11-13,HCMC,23_to_27,FEMALE
47556587,2019-06-10,Other Cities,18_to_22,MALE
22280945,2019-07-13,Other Cities,>37,FEMALE
50043084,2019-10-28,HCMC,33_to_37,MALE
36612353,2020-01-06,Other Cities,23_to_27,MALE
39309691,2020-02-21,HN,18_to_22,MALE
3139148,2020-11-02,HCMC,33_to_37,MALE
39959354,2017-09-12,Other,23_to_27,MALE
44363205,2020-01-06,HN,>37,MALE
51884586,2020-04-07,Other Cities,28_to_32,MALE
22585954,2020-05-06,HCMC,23_to_27,MALE
46861416,2019-11-11,Other Cities,28_to_32,MALE
51794400,2020-02-10,Other Cities,18_to_22,MALE
41770449,2018-05-02,Other Cities,unknown,MALE
1354481,2017-06-03,Other,33_to_37,MALE
57979258,2020-11-09,Other Cities,unknown,FEMALE
47449258,2019-05-31,HCMC,33_to_37,MALE
35844262,2019-05-29,Other Cities,28_to_32,FEMALE
47916088,2019-07-17,HN,18_to_22,MALE
46914280,2019-11-21,Other Cities,23_to_27,MALE
44191654,2020-09-27,Other Cities,18_to_22,FEMALE
44461976,2018-12-05,HCMC,23_to_27,MALE
56946986,2020-07-07,Other Cities,28_to_32,MALE
31862478,2017-05-11,HCMC,28_to_32,FEMALE
56467907,2020-07-27,Other Cities,>37,FEMALE
40492413,2019-08-23,HCMC,unknown,FEMALE
33041342,2019-07-29,Other,33_to_37,FEMALE
38634275,2017-04-21,Unknown,28_to_32,MALE
11362076,2016-01-01,Other Cities,33_to_37,MALE
38598670,2020-06-08,HN,>37,MALE
40922480,2018-02-23,HCMC,33_to_37,MALE
49883084,2019-10-24,Other Cities,23_to_27,MALE
46710217,2019-05-17,Other Cities,23_to_27,MALE
50538843,2020-01-15,Other Cities,28_to_32,FEMALE
44265473,2018-11-17,Other Cities,28_to_32,FEMALE
41780161,2019-10-10,Other,unknown,FEMALE
50801184,2020-06-18,HCMC,33_to_37,MALE
26251303,2019-09-26,Other Cities,>37,MALE
37660512,2019-01-30,Other,23_to_27,MALE
55821705,2020-05-22,HCMC,23_to_27,FEMALE
26555979,2020-02-10,Other Cities,23_to_27,FEMALE
45659056,2019-02-13,HCMC,23_to_27,MALE
46432614,2019-04-04,HCMC,>37,MALE
52252999,2020-01-23,Other Cities,unknown,FEMALE
52631193,2020-01-17,Unknown,28_to_32,MALE
43563489,2020-04-03,HCMC,18_to_22,MALE
42537859,2019-10-10,HCMC,28_to_32,FEMALE
16925781,2018-07-31,Unknown,unknown,FEMALE
35882796,2016-08-05,HCMC,23_to_27,FEMALE
43823207,2020-08-18,HN,33_to_37,MALE
42603088,2019-05-15,Other Cities,23_to_27,MALE
41914772,2019-11-14,Other Cities,23_to_27,MALE
25153549,2017-11-30,Other Cities,23_to_27,MALE
44446162,2019-07-25,Other,23_to_27,MALE
45898865,2019-02-20,HN,unknown,FEMALE
41043557,2019-05-29,HCMC,23_to_27,FEMALE
42939761,2018-08-20,Other Cities,23_to_27,FEMALE
45883530,2019-10-01,Other Cities,18_to_22,MALE
38658680,2017-05-10,HCMC,23_to_27,MALE
21048454,2019-11-25,Other,23_to_27,FEMALE
47757734,2019-06-25,Other,23_to_27,MALE
23456872,2018-03-07,HN,>37,FEMALE
42843370,2019-01-13,HCMC,28_to_32,MALE
53224487,2020-02-04,Other Cities,28_to_32,FEMALE
53203177,2020-02-25,Other,>37,MALE
57698859,2020-08-08,Other Cities,unknown,MALE
36241425,2016-09-30,Other Cities,23_to_27,FEMALE
48371308,2020-02-05,HCMC,23_to_27,MALE
36144611,2018-04-24,Other Cities,23_to_27,MALE
44138972,2019-05-29,HCMC,23_to_27,MALE
45136202,2020-11-23,Unknown,unknown,MALE
53729802,2020-02-19,Other Cities,unknown,FEMALE
14904918,2019-12-25,Other Cities,unknown,FEMALE
50821691,2019-12-11,Other,28_to_32,MALE
7490079,2020-07-08,Other Cities,23_to_27,FEMALE
8679284,2019-10-05,Other Cities,>37,MALE
25602720,2020-05-17,Other Cities,28_to_32,FEMALE
58052209,2020-09-10,Other Cities,unknown,MALE
58453318,2020-09-08,Other Cities,33_to_37,FEMALE
21730708,2019-04-16,Other Cities,unknown,MALE
4452143,2019-10-07,HCMC,23_to_27,MALE
15344202,2020-01-12,HCMC,33_to_37,FEMALE
49077258,2019-10-03,Other Cities,23_to_27,MALE
46798371,2019-08-13,Other Cities,23_to_27,MALE
25346754,2020-08-12,Other Cities,unknown,FEMALE
32356012,2019-04-06,HCMC,23_to_27,FEMALE
43882398,2019-06-20,HN,33_to_37,MALE
46228421,2019-11-26,Unknown,18_to_22,MALE
56958084,2020-07-07,Other Cities,unknown,FEMALE
41093191,2020-02-09,HN,28_to_32,MALE
46700909,2020-03-25,HCMC,23_to_27,MALE
54385184,2020-03-26,Other Cities,23_to_27,FEMALE
51823046,2020-01-13,Other Cities,28_to_32,FEMALE
39796303,2019-05-18,HN,23_to_27,MALE
50245012,2020-01-04,Other Cities,23_to_27,MALE
46169566,2020-04-11,Other Cities,unknown,FEMALE
4430713,2018-05-17,HCMC,28_to_32,FEMALE
47601629,2019-06-13,Other Cities,23_to_27,MALE
46310233,2019-07-06,Other Cities,23_to_27,FEMALE
50741250,2020-08-20,Other,18_to_22,FEMALE
40040248,9920-02-14,HCMC,33_to_37,FEMALE
4579299,2019-08-07,Other Cities,23_to_27,MALE
45064961,2019-01-24,Other Cities,unknown,MALE
41531680,2018-06-23,Unknown,23_to_27,MALE
48827563,2019-09-12,Other Cities,23_to_27,FEMALE
34041281,2020-02-06,Other Cities,23_to_27,MALE
37627173,2019-07-10,Other Cities,>37,MALE
14000868,2018-07-15,HCMC,23_to_27,MALE
4180116,2020-03-15,Other Cities,unknown,MALE
45526857,2020-02-06,HCMC,23_to_27,MALE
39165489,2020-04-23,Unknown,28_to_32,FEMALE
1371994,2016-11-18,HCMC,28_to_32,MALE
42910508,2019-09-14,Other Cities,23_to_27,MALE
50890980,2019-11-20,HN,>37,FEMALE
36650476,2016-11-30,Other Cities,28_to_32,FEMALE
54349423,2020-03-12,Other Cities,28_to_32,MALE
41096025,2019-11-03,Other Cities,23_to_27,MALE
42605998,2018-07-19,Other Cities,28_to_32,MALE
51685015,2019-12-14,Other Cities,unknown,FEMALE
56611841,2020-08-04,HN,23_to_27,MALE
26707048,2018-12-22,HCMC,28_to_32,MALE
56818531,2020-09-28,Other Cities,33_to_37,MALE
28771116,2018-04-11,HN,33_to_37,MALE
35781878,2016-07-27,Unknown,33_to_37,FEMALE
46786704,2019-05-11,Other,18_to_22,FEMALE
41211001,2018-03-01,Other,23_to_27,FEMALE
40079561,9917-10-05,Other Cities,>37,FEMALE
50862672,2019-11-24,HCMC,18_to_22,FEMALE
644824,2020-09-29,Other Cities,unknown,MALE
40155324,2018-01-20,Other Cities,18_to_22,MALE
49937854,2019-11-24,HCMC,33_to_37,FEMALE
10145640,2019-10-20,Other Cities,18_to_22,MALE
43915981,2019-10-22,Other Cities,28_to_32,MALE
53040225,2020-02-03,Other Cities,unknown,MALE
45722685,2020-01-20,HN,23_to_27,MALE
40009664,9920-04-27,Other Cities,>37,FEMALE
34153311,2018-03-18,HN,23_to_27,MALE
43736822,2019-06-10,Other Cities,33_to_37,MALE
4909145,2018-11-28,Other,33_to_37,FEMALE
49595416,2019-10-22,Other Cities,>37,MALE
47376839,2019-05-26,Other Cities,unknown,FEMALE
45051806,2019-12-29,HN,18_to_22,MALE
52961566,2020-02-09,Other Cities,28_to_32,MALE
43569055,2018-10-02,Other Cities,28_to_32,MALE
39748637,2017-11-21,HCMC,18_to_22,MALE
41513970,2018-05-16,HCMC,28_to_32,FEMALE
44953659,2019-01-21,Other Cities,18_to_22,MALE
47510260,2019-06-04,Other Cities,unknown,MALE
49394498,2019-09-18,Unknown,>37,FEMALE
47098636,2019-06-24,Other Cities,23_to_27,FEMALE
49779766,2019-10-11,Other Cities,28_to_32,MALE
54839655,2020-08-20,HCMC,33_to_37,FEMALE
41724735,2018-04-27,Other,23_to_27,MALE
1995275,2019-06-20,HCMC,28_to_32,MALE
41279799,2018-03-10,Other,23_to_27,MALE
42103494,2018-11-25,Other Cities,23_to_27,MALE
40828017,2018-08-07,HCMC,23_to_27,FEMALE
53475474,2020-02-17,Unknown,18_to_22,FEMALE
46532276,2019-03-30,Other Cities,unknown,FEMALE
52614413,2020-03-12,Other Cities,18_to_22,FEMALE
40277252,2017-11-10,Other Cities,33_to_37,MALE
42303075,2019-06-21,HCMC,28_to_32,MALE
38874041,2019-07-05,HCMC,23_to_27,MALE
42079797,2019-11-16,Other Cities,33_to_37,MALE
15428941,2019-11-25,HN,unknown,FEMALE
36182716,2017-06-14,HN,unknown,FEMALE
23151538,2018-09-11,HN,28_to_32,MALE
40594539,2019-03-13,Other Cities,unknown,FEMALE
26071975,2018-04-05,Other Cities,>37,MALE
54725415,2020-04-07,Other Cities,23_to_27,MALE
52616857,2020-02-11,Other Cities,18_to_22,FEMALE
54025003,2020-06-08,Other Cities,>37,MALE
27072108,2020-04-09,Other,33_to_37,FEMALE
52015611,2019-12-25,Other Cities,23_to_27,FEMALE
49083623,2020-02-09,Other Cities,23_to_27,MALE
47139364,2019-05-10,Other,18_to_22,FEMALE
32531474,2020-11-18,HN,28_to_32,MALE
52150562,2020-04-05,HN,18_to_22,MALE
6068751,2020-07-30,Other Cities,unknown,MALE
23982570,2019-07-17,Other Cities,23_to_27,MALE
36685958,2016-11-30,Other Cities,>37,MALE
48123514,2020-04-21,Other Cities,23_to_27,MALE
35237686,2017-12-06,Other Cities,28_to_32,MALE
48207256,2019-07-19,Other Cities,28_to_32,FEMALE
48962619,2019-08-26,HN,23_to_27,MALE
35411918,2018-10-12,Other Cities,28_to_32,MALE
47041081,2019-05-28,Other Cities,33_to_37,MALE
55593949,2020-08-27,Other Cities,unknown,FEMALE
48541319,2019-08-06,Other Cities,18_to_22,MALE
54949873,2020-07-13,Other,23_to_27,MALE
35537853,2017-12-04,HCMC,28_to_32,MALE
37290247,2020-08-10,Other Cities,unknown,FEMALE
52707974,2020-03-19,Unknown,unknown,MALE
51507315,2020-04-17,HCMC,18_to_22,MALE
49689409,2019-11-29,HCMC,unknown,FEMALE
29779048,2018-02-18,HCMC,23_to_27,MALE
56414122,2020-06-16,Other Cities,23_to_27,MALE
48524499,2019-09-12,Unknown,unknown,MALE
5053704,2020-05-04,Other Cities,>37,FEMALE
40621532,2019-10-23,Other Cities,18_to_22,MALE
49858033,2020-03-06,Other Cities,23_to_27,MALE
35643161,2019-09-11,Other Cities,23_to_27,MALE
45224780,2020-04-30,HCMC,18_to_22,FEMALE
47706880,2019-06-25,HN,unknown,FEMALE
49239914,2019-11-12,HCMC,28_to_32,MALE
3355827,2017-07-09,Other Cities,28_to_32,MALE
48958788,2020-01-14,Other Cities,18_to_22,MALE
38806113,2019-02-05,Other Cities,28_to_32,FEMALE
6448843,2019-10-28,HCMC,23_to_27,MALE
20523584,2020-06-05,Other Cities,23_to_27,MALE
39680407,2020-04-18,HCMC,23_to_27,FEMALE
46250549,2019-07-01,HCMC,28_to_32,MALE
37841970,2019-03-18,HCMC,unknown,FEMALE
26857490,2018-06-23,HCMC,23_to_27,FEMALE
16483360,2020-07-22,Unknown,unknown,FEMALE
43318282,2018-09-19,Unknown,23_to_27,FEMALE
19748714,2018-08-29,HN,>37,MALE
14295890,2016-01-11,HCMC,28_to_32,MALE
36271559,2019-02-17,HCMC,unknown,MALE
36034244,2018-09-23,HN,23_to_27,FEMALE
49796726,2019-10-07,HCMC,unknown,FEMALE
60032239,2020-11-07,Other Cities,unknown,FEMALE
30679494,2018-07-10,HCMC,33_to_37,FEMALE
50681577,2019-11-12,HCMC,unknown,MALE
46687077,2019-04-09,HN,28_to_32,MALE
54591805,2020-03-20,Unknown,33_to_37,FEMALE
38909884,2019-03-29,HCMC,28_to_32,MALE
11216774,2018-01-26,HCMC,18_to_22,MALE
42250960,2018-11-27,Other Cities,18_to_22,MALE
52262460,2020-01-15,HCMC,23_to_27,MALE
38969104,2019-09-10,Other Cities,33_to_37,FEMALE
49803915,2019-10-09,Other Cities,33_to_37,FEMALE
40724767,2019-07-06,Other Cities,unknown,FEMALE
42972639,2019-01-10,HCMC,33_to_37,FEMALE
16419501,2020-01-23,Other,28_to_32,FEMALE
44888871,2019-11-21,Other Cities,23_to_27,MALE
40136161,2017-10-30,HN,33_to_37,MALE
45306817,2020-07-28,Other Cities,28_to_32,MALE
53832524,2020-03-12,Other Cities,18_to_22,MALE
46216892,2019-03-06,Other Cities,28_to_32,FEMALE
50507798,2020-08-27,Other,18_to_22,MALE
36521847,2016-11-14,Other Cities,23_to_27,MALE
40586793,2018-08-31,Other Cities,23_to_27,FEMALE
54555832,2020-03-26,HCMC,33_to_37,MALE
47693691,2020-05-04,HCMC,28_to_32,MALE
39652242,2018-04-03,Unknown,28_to_32,MALE
14163567,2017-10-01,HCMC,23_to_27,MALE
7278552,2017-06-14,Other Cities,28_to_32,MALE
997497,2017-04-03,HCMC,>37,MALE
40053301,9919-03-22,Other Cities,33_to_37,FEMALE
47941938,2019-07-07,HCMC,18_to_22,MALE
46335674,2020-10-04,Other,unknown,FEMALE
41226089,2018-04-21,Other Cities,unknown,MALE
31915628,2018-10-15,Other Cities,23_to_27,FEMALE
49133527,2020-02-07,HCMC,28_to_32,MALE
33804946,2019-09-19,Unknown,28_to_32,FEMALE
47900023,2019-07-02,HCMC,unknown,FEMALE
49009983,2020-01-07,Other Cities,28_to_32,MALE
59982351,2020-11-20,Other,unknown,MALE
26685179,2019-09-14,Other,28_to_32,MALE
55872632,2020-06-12,Other Cities,18_to_22,FEMALE
40643297,2017-12-31,HN,unknown,MALE
50479665,2019-11-09,Other Cities,23_to_27,MALE
29127513,2017-12-06,HCMC,23_to_27,MALE
34129911,2019-10-09,Other Cities,23_to_27,MALE
50059008,2019-10-19,Other Cities,23_to_27,FEMALE
41715166,2019-01-10,Other Cities,unknown,FEMALE
45762750,2020-08-14,HCMC,33_to_37,MALE
10245635,2018-12-08,Other Cities,33_to_37,MALE
3781964,2019-11-29,Other,33_to_37,MALE
48828657,2020-06-04,Other Cities,23_to_27,MALE
34197969,2016-01-03,Other Cities,33_to_37,MALE
25065096,2020-04-26,Other Cities,28_to_32,MALE
36395586,2019-09-11,HN,23_to_27,MALE
42865075,2018-08-27,HN,28_to_32,FEMALE
40547172,2018-01-01,Other Cities,23_to_27,MALE
48471427,2019-08-19,HN,18_to_22,MALE
45139625,2019-08-16,Other Cities,18_to_22,MALE
43021403,2020-02-07,HN,unknown,FEMALE
57424063,2020-07-27,Other Cities,unknown,MALE
49389021,2019-09-27,Other Cities,28_to_32,FEMALE
1129794,2020-08-29,Other Cities,33_to_37,MALE
13422339,2019-08-18,HCMC,>37,FEMALE
48956242,2019-09-02,HCMC,18_to_22,MALE
36990179,2018-09-26,HCMC,23_to_27,MALE
8551879,2019-05-02,HCMC,18_to_22,MALE
1556546,2020-02-16,HCMC,23_to_27,FEMALE
57755909,2020-10-03,Other,unknown,FEMALE
33237352,2016-01-02,HN,33_to_37,MALE
33959446,2019-02-27,HCMC,>37,MALE
28714108,2019-03-18,HCMC,33_to_37,FEMALE
33591168,2019-09-12,Other Cities,28_to_32,MALE
4887895,2019-10-13,Other Cities,unknown,MALE
48830921,2019-10-30,Other Cities,18_to_22,MALE
38945425,2018-09-24,HN,23_to_27,FEMALE
55951408,2020-07-03,Other Cities,33_to_37,FEMALE
52530258,2020-01-13,Other Cities,33_to_37,MALE
33053111,2019-09-09,HCMC,33_to_37,MALE
52177622,2019-12-30,Other Cities,33_to_37,MALE
53601079,2020-03-20,Other Cities,18_to_22,FEMALE
33648392,2016-01-02,HCMC,33_to_37,MALE
26433463,2018-08-03,Other,23_to_27,MALE
40242407,2018-09-16,Other Cities,unknown,MALE
43667830,2018-10-11,HCMC,>37,FEMALE
42593517,2020-03-16,Other Cities,28_to_32,MALE
54438311,2020-03-14,Other Cities,33_to_37,MALE
53876211,2020-03-27,Other Cities,23_to_27,MALE
43243996,2019-02-18,HN,23_to_27,FEMALE
41554593,2018-04-09,Other Cities,28_to_32,MALE
30607947,2019-02-22,Other,28_to_32,MALE
51311237,2019-12-12,Unknown,unknown,FEMALE
37458467,2018-04-29,HCMC,33_to_37,FEMALE
38321168,2020-07-17,HCMC,28_to_32,MALE
49007618,2020-11-20,Other Cities,18_to_22,MALE
52084753,2019-12-27,Other Cities,>37,MALE
44231262,2020-02-28,Other Cities,23_to_27,FEMALE
51578920,2019-12-11,HN,unknown,FEMALE
1501918,2020-11-02,Other Cities,>37,MALE
51416670,2019-12-16,Unknown,23_to_27,MALE
39026392,2017-05-30,HN,unknown,MALE
39548584,2017-10-15,HN,28_to_32,MALE
36220650,2016-09-29,Other,33_to_37,MALE
44773610,2019-05-31,Other Cities,28_to_32,FEMALE
42133195,2020-01-04,Other Cities,unknown,MALE
44040524,2019-03-01,Other Cities,unknown,MALE
2320254,2020-08-23,HCMC,33_to_37,MALE
20842663,2019-03-01,HCMC,33_to_37,FEMALE
3160085,2019-02-13,HCMC,23_to_27,FEMALE
28223074,2019-05-06,HCMC,18_to_22,MALE
41406591,2018-03-28,HN,unknown,MALE
19833675,9920-12-16,Unknown,unknown,FEMALE
58111156,2020-08-24,HN,unknown,MALE
52900133,2020-03-27,Unknown,unknown,MALE
43306855,2019-02-02,HCMC,28_to_32,FEMALE
26937057,2019-11-20,HCMC,33_to_37,FEMALE
51297191,2019-12-01,Other Cities,unknown,FEMALE
45226755,2019-03-19,Other Cities,23_to_27,MALE
8025276,2020-11-19,Other Cities,>37,MALE
35778996,2017-03-07,Other,>37,MALE
52904445,2020-06-01,HN,18_to_22,MALE
42101117,2020-02-05,HCMC,23_to_27,MALE
53871346,2020-08-29,Unknown,unknown,FEMALE
39381501,2017-07-01,Other Cities,33_to_37,MALE
38836838,2020-05-23,HN,unknown,MALE
51752634,2020-06-27,HCMC,23_to_27,MALE
47620311,2019-12-20,HCMC,18_to_22,FEMALE
46788850,2019-11-22,HCMC,18_to_22,FEMALE
429378,2019-02-09,HCMC,>37,MALE
60550484,2020-12-10,Other Cities,unknown,MALE
3057096,2019-09-12,HCMC,23_to_27,MALE
38639944,2018-03-20,Other Cities,23_to_27,FEMALE
36386229,2018-02-28,HN,28_to_32,FEMALE
41575242,2018-04-24,Other Cities,18_to_22,MALE
50415712,2019-11-01,Other Cities,unknown,MALE
46774846,2019-04-21,HCMC,18_to_22,FEMALE
33971800,2018-10-11,HCMC,28_to_32,MALE
40315158,2017-11-15,HCMC,28_to_32,MALE
27071758,2017-05-05,Other,unknown,MALE
60657006,2020-11-29,Other Cities,unknown,MALE
41737218,2018-05-10,HCMC,23_to_27,MALE
54021893,2020-03-11,HN,18_to_22,FEMALE
45585009,2019-05-21,HCMC,28_to_32,MALE
43629252,2018-10-12,HN,23_to_27,MALE
42154329,2019-04-13,HCMC,28_to_32,MALE
55098686,2020-04-25,HCMC,28_to_32,FEMALE
27577590,2019-07-04,HCMC,23_to_27,MALE
15055006,2020-02-08,HCMC,18_to_22,MALE
47837282,2019-08-09,HCMC,unknown,FEMALE
14886117,2019-03-24,HCMC,18_to_22,FEMALE
31588432,2018-09-21,HN,>37,FEMALE
43826975,2019-10-26,Other Cities,18_to_22,FEMALE
59434673,2020-10-16,Other Cities,unknown,MALE
41958753,2019-10-27,Other Cities,23_to_27,FEMALE
41382212,2018-09-12,HCMC,33_to_37,MALE
33530806,2020-07-31,Other Cities,>37,FEMALE
40497078,2018-01-16,HN,23_to_27,MALE
14513878,2017-04-20,HN,28_to_32,MALE
40393105,2018-03-26,HCMC,28_to_32,FEMALE
37850390,2020-05-08,HN,23_to_27,MALE
47381824,2019-05-29,Other Cities,unknown,MALE
40019871,9918-07-20,Unknown,28_to_32,FEMALE
50282433,2019-10-29,HCMC,33_to_37,FEMALE
41258812,2018-03-05,Other,33_to_37,MALE
26340233,2020-05-05,Other Cities,28_to_32,MALE
51869159,2019-12-24,HCMC,18_to_22,MALE
26329407,2019-07-15,Other Cities,18_to_22,MALE
44893104,2019-05-20,HCMC,33_to_37,FEMALE
38663246,2019-01-14,HN,18_to_22,FEMALE
43008678,2018-08-22,Other,28_to_32,MALE
43731738,2018-10-13,HCMC,28_to_32,MALE
2755026,2020-05-14,HCMC,>37,MALE
35510174,2016-06-12,Other Cities,23_to_27,MALE
35181575,2020-04-16,Other Cities,18_to_22,MALE
53730853,2020-03-16,Other Cities,33_to_37,MALE
53993817,2020-02-27,Other,28_to_32,MALE
36567439,2019-07-03,HCMC,18_to_22,MALE
46620089,2019-12-19,Other Cities,18_to_22,MALE
